text,intent
Could you tell me the status of my frontier flight?,flight_status
Do you mind informing me the status of my southwest flight?,flight_status
When will my aa flight be landing?,flight_status
When's my flight boarding?,flight_status
What's the latest info on flight dl123?,flight_status
When will my panam flight be arriving?,flight_status
When will my jetblue flight get here?,flight_status
When will they let me board?,flight_status
Can you update me with the status of flight dl123?,flight_status
What's the status of my united flight?,flight_status
Can you tell me where flight dl123 is?,flight_status
At what point will this flight start letting people board?,flight_status
How long until delta is at the gate?,flight_status
When should i expect my flight to come in?,flight_status
When can i start boarding my flight?,flight_status
When's my flight getting here?,flight_status
How long until my flight is here?,flight_status
Has flight dl123 arrived yet?,flight_status
What time will i be allowed to board?,flight_status
Any idea where flight dl123 is right now?,flight_status
What's my flight's eta?,flight_status
What time does my flight get in?,flight_status
When does my flight arrive?,flight_status
Let me know the status of flight dl123?,flight_status
Tell me the status of flight dl123?,flight_status
I would love to know when my flight is going to land?,flight_status
